167,Animation Manager
168,First Assistant Sound Editor
169,Animation Production Assistant
170,Conceptual Illustrator
171,Key Set Costumer
172,ADR Supervisor
173,ADR Editor
174,Supervising Music Editor
175,Foley Editor
176,3D Supervisor
177,Cableman
178,Digital Effects Supervisor
179,Utility Stunts
180,Screenstory
181,Additional Music
182,Scoring Mixer
183,Set Medic
184,Sequence Leads
185,Transportation Co-Captain
186,Quality Control Supervisor
187,Chef
188,Craft Service
189,Production Illustrator
190,Digital Compositors
191,Standby Painter
192,Set Dressing Artist
193,Loader
194,Production Controller
195,Production Intern
196,Stand In
197,Systems Administrators & Support
198,Production Accountant
199,Digital Producer
200,Transportation Captain
201,Supervising Technical Director
202,Editorial Manager
203,Animation Fix Coordinator
204,Lighting Camera
205,Additional Dialogue
206,Lead Painter
207,Creature Design
208,Shading
209,Simulation & Effects Artist
210,Pre-Visualization Supervisor
211,Master Lighting Artist
212,Projection
213,Visual Effects Design Consultant
214,VFX Production Coordinator
215,Cinematography
216,Animatronic and Prosthetic Effects
217,Co-Director
218,Lighting Director
219,Additional Editorial Assistant
220,Sound Design Assistant
221,Associate Editor
222,Production Artist
223,Editorial Coordinator
224,Post-Production Manager
225,Post Production Assistant
226,Best Boy Electrician
227,Sound
228,Camera Department Manager
229,Dolby Consultant
230,Additional Writing
231,Other
232,Additional Soundtrack
233,Editorial Services
234,Book
235,Marine Coordinator
236,Dolly Grip
237,Chief Lighting Technician
238,Creative Producer
239,Production Office Coordinator
240,Character Designer
241,Set Dressing Supervisor
242,Security
243,Visual Effects Technical Director
244,Sound Engineer
245,Set Decoration Buyer
246,Telecine Colorist
247,Adaptation
248,Script Coordinator
249,Prosthetic Makeup Artist
250,Co-Executive Producer
251,Unit Manager
252,Assistant Sound Editor
253,Supervising Sound Effects Editor
254,3D Modeller
255,Animatronics Designer
256,Aerial Director of Photography
257,I/O Supervisor
258,Supervising Producer
259,Script Editor
260,Poem
261,Development Manager
262,Supervising ADR Editor
263,Pilot
264,Assistant Property Master
265,Wardrobe Supervisor
266,Lead Animator
267,Supervising Dialogue Editor
268,Apprentice Sound Editor
269,Conductor
270,Administration
271,Set Dresser
272,Editorial Production Assistant
273,Machinist
274,Negative Cutter
275,Musician
276,Assistant Production Coordinator
277,Matchmove Supervisor
278,Second Unit
279,Executive Visual Effects Producer
280,Consulting Producer
281,Actor's Assistant
282,Executive Consultant
283,Martial Arts Choreographer
284,CG Animator
285,3D Artist
286,Ager/Dyer
287,Music Programmer
288,Creature Technical Director
289,Visual Effects Designer
290,Local Casting
291,Additional Sound Re-Recording Mixer
292,Tailor
293,Animal Wrangler
294,Color Designer
295,Fight Choreographer
296,Set Decorating Coordinator
297,Epk Camera Operator
298,Lighting Coordinator
299,Character Technical Supervisor
300,Mechanical Designer
301,Pyrotechnician
302,Special Sound Effects
303,Aerial Coordinator
304,Camera Loader
305,Underwater Director of Photography
306,24 Frame Playback
307,Costume Illustrator
308,Utility Sound
309,Aerial Camera
310,Draughtsman
311,Digital Effects Producer
312,3D Animator
313,Costume Coordinator
314,Third Assistant Director
315,Rigging Supervisor
316,Temp Music Editor
317,Assistant Production Manager
318,Animal Coordinator
319,Pyrotechnic Supervisor
320,2D Supervisor
321,Techno Crane Operator
322,Creative Consultant
323,Finance
324,Second Unit Director of Photography
325,Background Designer
326,I/O Manager
327,Additional Still Photographer
328,Score Engineer
329,Mix Technician
330,Title Graphics
331,Short Story
332,Aerial Camera Technician
333,2D Artist
334,Legal Services
335,Prop Maker
336,Stunt Double
337,Software Team Lead
338,Roto Supervisor
339,Sound Effects Designer
340,Public Relations
341,Aerial Camera (suggest in addition to Helicopter Camera)
342,Armory Coordinator
343,Story Editor
344,3D Coordinator
345,Supervising Film Editor
346,CG Painter
347,Fix Animator
348,Second Film Editor
349,Camera Supervisor
350,Photoscience Manager
351,Department Administrator
352,Animation Department Coordinator
353,Information Systems Manager
354,Lighting Manager
355,Idea
356,Hair Supervisor
357,Continuity
358,Makeup Supervisor
359,Lead Set Dresser
360,Associate Choreographer
361,Casting Consultant
362,Wig Designer
363,Executive in Charge of Finance
364,Script Researcher
365,Musical
366,Script
367,Playback Singer
368,Creator
369,Vocal Coach
370,Manager of Operations
371,Editorial Staff
372,Scenario Writer
373,Theatre Play
374,Script Consultant
375,Sound Director
376,Steadycam
377,Documentation & Support
378,Teleplay
379,Sets & Props Artist
380,Prop Designer
381,Mixing Engineer
382,Schedule Coordinator
383,Presenter
384,Makeup Effects Designer
385,Tattoo Designer
386,Sound Effects
387,Special Guest Director
388,Set Production Intern
389,Shoe Design
390,Dialogue
391,Recording Supervision
392,Co-Editor
393,Gun Wrangler
394,Co-Costume Designer
395,Video Game
396,Simulation & Effects Production Assistant
397,Temp Sound Editor
398,Underwater Gaffer
399,Music Director
400,Set Dressing Production Assistant
401,Assistant Music Supervisor
402,Assistant Set Dresser
403,Animatronics Supervisor
404,Tattooist
405,Post Production Consulting
406,Co-Writer
407,Prosthetic Designer
408,Sound Montage Associate
409,Radio Play
410,Key Animation
411,Mechanical & Creature Designer
412,Interior Designer
413,Imaging Science
414,Settings
